x-axis,1,2
second,Volt,Volt
-328.3000E-06,-450.2512515E-03,-450.2512515E-03
-327.8100E-06,-450.2512515E-03,-443.2160757E-03
-327.3200E-06,-454.2713519E-03,-450.2512515E-03
-326.8300E-06,-457.2864273E-03,-457.2864273E-03
-326.3400E-06,-456.2814022E-03,-450.2512515E-03
-325.8500E-06,-458.2914524E-03,-450.2512515E-03
-325.3600E-06,-458.2914524E-03,-450.2512515E-03
-324.8700E-06,-466.3316533E-03,-450.2512515E-03
-324.3800E-06,-464.3216031E-03,-448.2412012E-03
-323.8900E-06,-458.2914524E-03,-443.2160757E-03
-323.4000E-06,-458.2914524E-03,-442.2110505E-03
-322.9100E-06,-450.2512515E-03,-443.2160757E-03
-322.4200E-06,-450.2512515E-03,-440.2010003E-03
-321.9300E-06,-455.2763770E-03,-442.2110505E-03
-321.4400E-06,-442.2110505E-03,-434.1708496E-03
-320.9500E-06,-437.1859250E-03,-431.1557743E-03
-320.4600E-06,-442.2110505E-03,-426.1306487E-03
-319.9700E-06,-434.1708496E-03,-418.0904478E-03
-319.4800E-06,-430.1507492E-03,-414.0703473E-03
-318.9900E-06,-427.1356738E-03,-418.0904478E-03
-318.5000E-06,-420.1004980E-03,-408.0401966E-03
-318.0100E-06,-410.0502469E-03,-402.0100459E-03
-317.5200E-06,-402.0100459E-03,-393.9698450E-03
-317.0300E-06,-405.0251213E-03,-385.9296441E-03
-316.5400E-06,-393.9698450E-03,-377.8894432E-03
-316.0500E-06,-392.9648199E-03,-370.8542674E-03
-315.5600E-06,-377.8894432E-03,-357.7889409E-03
-315.0700E-06,-377.8894432E-03,-361.8090414E-03
-314.5800E-06,-363.8190916E-03,-347.7386897E-03
-314.0900E-06,-356.7839158E-03,-342.7135642E-03
-313.6000E-06,-345.7286395E-03,-329.6482377E-03
-313.1100E-06,-332.6633130E-03,-321.6080368E-03
-312.6200E-06,-329.6482377E-03,-311.5577856E-03
-312.1300E-06,-321.6080368E-03,-304.5226098E-03
-311.6400E-06,-305.5276349E-03,-289.4472331E-03
-311.1500E-06,-296.4824089E-03,-281.4070322E-03
-310.6600E-06,-287.4371829E-03,-267.3366806E-03
-310.1700E-06,-278.3919568E-03,-252.2613038E-03
-309.6800E-06,-265.3266303E-03,-241.2060276E-03
-309.1900E-06,-249.2462285E-03,-228.1407011E-03
-308.7000E-06,-235.1758769E-03,-217.0854248E-03
-308.2100E-06,-218.0904499E-03,-209.0452239E-03
-307.7200E-06,-217.0854248E-03,-201.0050230E-03
-307.2300E-06,-201.0050230E-03,-176.8844202E-03
-306.7400E-06,-184.9246211E-03,-160.8040184E-03
-306.2500E-06,-176.8844202E-03,-160.8040184E-03
-305.7600E-06,-168.8442193E-03,-144.7236165E-03
-305.2700E-06,-149.7487421E-03,-126.6331645E-03
-304.7800E-06,-136.6834156E-03,-124.6231142E-03
-304.2900E-06,-127.6381896E-03,-104.5226119E-03
-303.8000E-06,-108.5427124E-03,-88.4422101E-03
-303.3100E-06,-95.4773859E-03,-80.4020092E-03
-302.8200E-06,-88.4422101E-03,-62.3115571E-03
-302.3300E-06,-64.3216074E-03,-48.2412055E-03
-301.8400E-06,-48.2412055E-03,-32.1608037E-03
-301.3500E-06,-43.2160799E-03,-24.1206028E-03
-300.8600E-06,-24.1206028E-03,-8.0402009E-03
-300.3700E-06,-16.0804018E-03,+1.0050251E-03
-299.8800E-06,+0.0E+00,+16.0804018E-03
-299.3900E-06,+8.0402009E-03,+32.1608037E-03
-298.9000E-06,+32.1608037E-03,+48.2412055E-03
-298.4100E-06,+40.2010046E-03,+59.2964818E-03
-297.9200E-06,+48.2412055E-03,+64.3216074E-03
-297.4300E-06,+69.3467329E-03,+85.4271348E-03
-296.9400E-06,+80.4020092E-03,+96.4824110E-03
-296.4500E-06,+96.4824110E-03,+112.5628129E-03
-295.9600E-06,+108.5427124E-03,+124.6231142E-03
-295.4700E-06,+120.6030138E-03,+143.7185914E-03
-294.9800E-06,+130.6532649E-03,+152.7638175E-03
-294.4900E-06,+144.7236165E-03,+163.8190937E-03
-294.0000E-06,+160.8040184E-03,+176.8844202E-03
-293.5100E-06,+176.8844202E-03,+189.9497467E-03
-293.0200E-06,+184.9246211E-03,+201.0050230E-03
-292.5300E-06,+192.9648221E-03,+217.0854248E-03
-292.0400E-06,+213.0653244E-03,+225.1256257E-03
-291.5500E-06,+225.1256257E-03,+241.2060276E-03
-291.0600E-06,+233.1658266E-03,+257.2864294E-03
-290.5700E-06,+244.2211029E-03,+265.3266303E-03
-290.0800E-06,+257.2864294E-03,+273.3668312E-03
-289.5900E-06,+268.3417057E-03,+289.4472331E-03
-289.1000E-06,+273.3668312E-03,+285.4271326E-03
-288.6100E-06,+290.4522582E-03,+298.4924591E-03
-288.1200E-06,+305.5276349E-03,+317.5879363E-03
-287.6300E-06,+306.5326600E-03,+321.6080368E-03
-287.1400E-06,+315.5778861E-03,+335.6783884E-03
-286.6500E-06,+326.6331623E-03,+340.7035139E-03
-286.1600E-06,+337.6884386E-03,+353.7688404E-03
-285.6700E-06,+345.7286395E-03,+361.8090414E-03
-285.1800E-06,+353.7688404E-03,+367.8391920E-03
-284.6900E-06,+376.8844181E-03,+377.8894432E-03
-284.2000E-06,+373.8693427E-03,+381.9095437E-03
-283.7100E-06,+385.9296441E-03,+385.9296441E-03
-283.2200E-06,+391.9597948E-03,+402.0100459E-03
-282.7300E-06,+393.9698450E-03,+402.0100459E-03
-282.2400E-06,+402.0100459E-03,+402.0100459E-03
-281.7500E-06,+407.0351715E-03,+413.0653222E-03
-281.2600E-06,+412.0602971E-03,+424.1205985E-03
-280.7700E-06,+418.0904478E-03,+419.0954729E-03
-280.2800E-06,+418.0904478E-03,+426.1306487E-03
-279.7900E-06,+426.1306487E-03,+434.1708496E-03
-279.3000E-06,+436.1808999E-03,+432.1607994E-03
-278.8100E-06,+434.1708496E-03,+431.1557743E-03
-278.3200E-06,+434.1708496E-03,+442.2110505E-03
-277.8300E-06,+432.1607994E-03,+445.2261259E-03
-277.3400E-06,+434.1708496E-03,+444.2211008E-03
-276.8500E-06,+442.2110505E-03,+441.2060254E-03
-276.3600E-06,+442.2110505E-03,+450.2512515E-03
-275.8700E-06,+442.2110505E-03,+442.2110505E-03
-275.3800E-06,+448.2412012E-03,+440.2010003E-03
-274.8900E-06,+437.1859250E-03,+445.2261259E-03
-274.4000E-06,+442.2110505E-03,+442.2110505E-03
-273.9100E-06,+442.2110505E-03,+442.2110505E-03
-273.4200E-06,+442.2110505E-03,+440.2010003E-03
-272.9300E-06,+434.1708496E-03,+442.2110505E-03
-272.4400E-06,+434.1708496E-03,+434.1708496E-03
-271.9500E-06,+435.1758747E-03,+434.1708496E-03
-271.4600E-06,+434.1708496E-03,+432.1607994E-03
-270.9700E-06,+423.1155734E-03,+421.1055231E-03
-270.4800E-06,+418.0904478E-03,+426.1306487E-03
-269.9900E-06,+421.1055231E-03,+415.0753724E-03
-269.5000E-06,+416.0803975E-03,+410.0502469E-03
